"muniYear","tot_del","hom"
"05019_1994",61.6666666666667,10.6666666666667
"05019_1995",61.6666666666667,10.6666666666667
"05019_1996",61.6666666666667,10.6666666666667
"05019_1997",61.6666666666667,10.6666666666667
"05019_1998",61.6666666666667,10.6666666666667
"05019_1999",61.6666666666667,10.6666666666667
"05019_2000",61.6666666666667,10.6666666666667
"05019_2001",61.6666666666667,10.6666666666667
"05019_2002",61.6666666666667,10.6666666666667
"05019_2003",61.6666666666667,10.6666666666667
"05019_2004",61.6666666666667,10.6666666666667
"05019_2005",61.6666666666667,10.6666666666667
"05019_2006",61.6666666666667,10.6666666666667
"05019_2007",61.6666666666667,10.6666666666667
"05019_2008",61.6666666666667,10.6666666666667
"05019_2009",61.6666666666667,10.6666666666667
"05019_2010",97.75,10.6666666666667
"05020_1994",159.333333333333,10.6666666666667
"05020_1995",190.444444444444,13
"05020_1996",239.352941176471,15.5
"05020_1997",239.352941176471,16
"05020_1998",239.352941176471,16
"05020_1999",239.352941176471,16
"05020_2000",239.352941176471,16
"05020_2001",239.352941176471,16
"05020_2002",239.352941176471,16
"05020_2003",239.352941176471,16
"05020_2004",239.352941176471,16
"05020_2005",239.352941176471,16
"05020_2006",239.352941176471,16
"05020_2007",239.352941176471,16
"05020_2008",239.352941176471,16
"05020_2009",239.352941176471,16
"05020_2010",239.352941176471,16
"05021_1994",239.352941176471,16
"05021_1995",239.352941176471,16
"05021_1996",239.352941176471,16
"05021_1997",239.352941176471,16
"05021_1998",239.352941176471,16
"05021_1999",239.352941176471,16
"05021_2000",239.352941176471,16
"05021_2001",239.352941176471,16
"05021_2002",239.352941176471,16
"05021_2003",239.352941176471,16
"05021_2004",239.352941176471,16
"05021_2005",239.352941176471,16
"05021_2006",239.352941176471,16
"05021_2007",239.352941176471,16
"05021_2008",239.352941176471,16
"05021_2009",239.352941176471,16
"05021_2010",239.352941176471,16
"05022_1994",239.352941176471,16
"05022_1995",239.352941176471,16
"05022_1996",239.352941176471,16
"05022_1997",239.352941176471,16
"05022_1998",239.352941176471,16
"05022_1999",239.352941176471,16
"05022_2000",239.352941176471,16
"05022_2001",239.352941176471,16
"05022_2002",239.352941176471,16
"05022_2003",239.352941176471,16
"05022_2004",239.352941176471,16
"05022_2005",239.352941176471,16
"05022_2006",239.352941176471,16
"05022_2007",239.352941176471,16
"05022_2008",239.352941176471,16
"05022_2009",239.352941176471,16
"05022_2010",239.352941176471,16
"05023_1994",239.352941176471,16
"05023_1995",239.352941176471,16
"05023_1996",239.352941176471,16
"05023_1997",239.352941176471,16
"05023_1998",239.352941176471,16
"05023_1999",239.352941176471,16
"05023_2000",239.352941176471,16
"05023_2001",239.352941176471,16
"05023_2002",239.352941176471,16
"05023_2003",239.352941176471,16
"05023_2004",239.352941176471,16
"05023_2005",239.352941176471,16
"05023_2006",239.352941176471,16
"05023_2007",239.352941176471,16
"05023_2008",239.352941176471,16
"05023_2009",239.352941176471,16
"05023_2010",239.352941176471,16
"05024_1994",239.352941176471,16
"05024_1995",239.352941176471,16
"05024_1996",239.352941176471,16
"05024_1997",239.352941176471,16
"05024_1998",239.352941176471,16
"05024_1999",239.352941176471,16
"05024_2000",239.352941176471,16
"05024_2001",239.352941176471,16
"05024_2002",239.352941176471,16
"05024_2003",239.352941176471,16
"05024_2004",239.352941176471,16
"05024_2005",239.352941176471,16
"05024_2006",239.352941176471,16
"05024_2007",239.352941176471,16
"05024_2008",239.352941176471,16
"05024_2009",239.352941176471,16
"05024_2010",239.352941176471,16
"05025_1994",239.352941176471,16
"05025_1995",239.352941176471,16
"05025_1996",239.352941176471,16
"05025_1997",239.352941176471,16
"05025_1998",239.352941176471,16
"05025_1999",239.352941176471,16
"05025_2000",239.352941176471,16
"05025_2001",239.352941176471,16
"05025_2002",239.352941176471,16
"05025_2003",239.352941176471,16
"05025_2004",239.352941176471,16
"05025_2005",239.352941176471,16
"05025_2006",239.352941176471,16
"05025_2007",239.352941176471,16
"05025_2008",239.352941176471,16
"05025_2009",239.352941176471,16
"05025_2010",239.352941176471,16
"05026_1994",239.352941176471,16
"05026_1995",239.352941176471,16
"05026_1996",239.352941176471,16
"05026_1997",239.352941176471,16
"05026_1998",239.352941176471,16
"05026_1999",239.352941176471,16
"05026_2000",239.352941176471,16
"05026_2001",239.352941176471,16
"05026_2002",239.352941176471,16
"05026_2003",239.352941176471,16
"05026_2004",239.352941176471,16
"05026_2005",239.352941176471,16
"05026_2006",239.352941176471,16
"05026_2007",239.352941176471,16
"05026_2008",239.352941176471,16
"05026_2009",239.352941176471,16
"05026_2010",239.352941176471,16
"05027_1994",239.352941176471,16
"05027_1995",239.352941176471,16
"05027_1996",239.352941176471,16
"05027_1997",239.352941176471,16
"05027_1998",239.352941176471,16
"05027_1999",239.352941176471,16
"05027_2000",239.352941176471,16
"05027_2001",239.352941176471,16
"05027_2002",239.352941176471,16
"05027_2003",239.352941176471,16
"05027_2004",239.352941176471,16
"05027_2005",239.352941176471,16
"05027_2006",239.352941176471,16
"05027_2007",239.352941176471,16
"05027_2008",239.352941176471,16
"05027_2009",239.352941176471,16
"05027_2010",239.352941176471,16
"05028_1994",239.352941176471,16
"05028_1995",239.352941176471,16
"05028_1996",239.352941176471,16
"05028_1997",239.352941176471,16
"05028_1998",239.352941176471,16
"05028_1999",239.352941176471,16
"05028_2000",239.352941176471,16
"05028_2001",239.352941176471,16
"05028_2002",239.352941176471,16
"05028_2003",239.352941176471,16
"05028_2004",239.352941176471,16
"05028_2005",239.352941176471,16
"05028_2006",239.352941176471,16
"05028_2007",239.352941176471,16
"05028_2008",239.352941176471,16
"05028_2009",239.352941176471,16
"05028_2010",239.352941176471,16
"05029_1994",239.352941176471,16
"05029_1995",239.352941176471,16
"05029_1996",239.352941176471,16
"05029_1997",239.352941176471,16
"05029_1998",239.352941176471,16
"05029_1999",239.352941176471,16
"05029_2000",239.352941176471,16
"05029_2001",239.352941176471,16
"05029_2002",239.352941176471,16
"05029_2003",239.352941176471,16
"05029_2004",239.352941176471,16
"05029_2005",239.352941176471,16
"05029_2006",239.352941176471,16
"05029_2007",239.352941176471,16
"05029_2008",239.352941176471,16
"05029_2009",239.352941176471,16
"05029_2010",239.352941176471,16
"05030_1994",239.352941176471,16
"05030_1995",239.352941176471,16
"05030_1996",239.352941176471,16
"05030_1997",239.352941176471,16
"05030_1998",239.352941176471,16
"05030_1999",239.352941176471,16
"05030_2000",239.352941176471,16
"05030_2001",239.352941176471,16
"05030_2002",239.352941176471,16
"05030_2003",239.352941176471,16
"05030_2004",239.352941176471,16
"05030_2005",239.352941176471,16
"05030_2006",239.352941176471,16
"05030_2007",239.352941176471,16
"05030_2008",239.352941176471,16
"05030_2009",239.352941176471,16
"05030_2010",239.352941176471,16
"05031_1994",239.352941176471,16
"05031_1995",239.352941176471,16
"05031_1996",239.352941176471,16
"05031_1997",239.352941176471,16
"05031_1998",239.352941176471,16
"05031_1999",239.352941176471,16
"05031_2000",239.352941176471,16
"05031_2001",239.352941176471,16
"05031_2002",239.352941176471,16
"05031_2003",239.352941176471,16
"05031_2004",239.352941176471,16
"05031_2005",239.352941176471,16
"05031_2006",239.352941176471,16
"05031_2007",239.352941176471,16
"05031_2008",239.352941176471,16
"05031_2009",239.352941176471,16
"05031_2010",239.352941176471,16
"05032_1994",239.352941176471,16
"05032_1995",239.352941176471,16
"05032_1996",239.352941176471,16
"05032_1997",239.352941176471,16
"05032_1998",239.352941176471,16
"05032_1999",239.352941176471,16
"05032_2000",239.352941176471,16
"05032_2001",239.352941176471,16
"05032_2002",239.352941176471,16
"05032_2003",239.352941176471,16
"05032_2004",239.352941176471,16
"05032_2005",239.352941176471,16
"05032_2006",239.352941176471,16
"05032_2007",239.352941176471,16
"05032_2008",239.352941176471,16
"05032_2009",239.352941176471,16
"05032_2010",239.352941176471,16
"05033_1994",239.352941176471,16
"05033_1995",239.352941176471,16
"05033_1996",239.352941176471,16
"05033_1997",239.352941176471,16
"05033_1998",239.352941176471,16
"05033_1999",239.352941176471,16
"05033_2000",239.352941176471,16
"05033_2001",239.352941176471,16
"05033_2002",239.352941176471,16
"05033_2003",239.352941176471,16
"05033_2004",239.352941176471,16
"05033_2005",239.352941176471,16
"05033_2006",239.352941176471,16
"05033_2007",239.352941176471,16
"05033_2008",239.352941176471,16
"05033_2009",239.352941176471,16
"05033_2010",239.352941176471,16
"05034_1994",239.352941176471,16
"05034_1995",239.352941176471,16
"05034_1996",239.352941176471,16
"05034_1997",239.352941176471,16
"05034_1998",239.352941176471,16
"05034_1999",239.352941176471,16
"05034_2000",239.352941176471,16
"05034_2001",239.352941176471,16
"05034_2002",239.352941176471,16
"05034_2003",239.352941176471,16
"05034_2004",239.352941176471,16
"05034_2005",239.352941176471,16
"05034_2006",239.352941176471,16
"05034_2007",239.352941176471,16
"05034_2008",239.352941176471,16
"05034_2009",239.352941176471,16
"05034_2010",239.352941176471,16
"05035_1994",239.352941176471,16
"05035_1995",239.352941176471,16
"05035_1996",239.352941176471,16
"05035_1997",239.352941176471,16
"05035_1998",239.352941176471,16
"05035_1999",239.352941176471,16
"05035_2000",239.352941176471,16
"05035_2001",239.352941176471,16
"05035_2002",239.352941176471,16
"05035_2003",239.352941176471,16
"05035_2004",239.352941176471,16
"05035_2005",239.352941176471,16
"05035_2006",239.352941176471,16
"05035_2007",239.352941176471,16
"05035_2008",239.352941176471,16
"05035_2009",239.352941176471,16
"05035_2010",239.352941176471,16
"05036_1994",239.352941176471,16
"05036_1995",239.352941176471,16
"05036_1996",239.352941176471,16
"05036_1997",239.352941176471,16
"05036_1998",239.352941176471,16
"05036_1999",239.352941176471,16
"05036_2000",239.352941176471,16
"05036_2001",239.352941176471,16
"05036_2002",239.352941176471,16
"05036_2003",239.352941176471,16
"05036_2004",239.352941176471,16
"05036_2005",239.352941176471,16
"05036_2006",239.352941176471,16
"05036_2007",239.352941176471,16
"05036_2008",239.352941176471,16
"05036_2009",239.352941176471,16
"05036_2010",239.352941176471,16
"05037_1994",239.352941176471,16
"05037_1995",239.352941176471,16
"05037_1996",239.352941176471,16
"05037_1997",239.352941176471,16
"05037_1998",239.352941176471,16
"05037_1999",239.352941176471,16
"05037_2000",239.352941176471,16
"05037_2001",239.352941176471,16
"05037_2002",239.352941176471,16
"05037_2003",239.352941176471,16
"05037_2004",239.352941176471,16
"05037_2005",239.352941176471,16
"05037_2006",239.352941176471,16
"05037_2007",239.352941176471,16
"05037_2008",239.352941176471,16
"05037_2009",239.352941176471,16
"05037_2010",239.352941176471,16
"05038_1994",239.352941176471,16
"05038_1995",239.352941176471,16
"05038_1996",239.352941176471,16
"05038_1997",239.352941176471,16
"05038_1998",239.352941176471,16
"05038_1999",239.352941176471,16
"05038_2000",239.352941176471,16
"05038_2001",239.352941176471,16
"05038_2002",239.352941176471,16
"05038_2003",239.352941176471,16
"05038_2004",239.352941176471,16
"05038_2005",239.352941176471,16
"05038_2006",239.352941176471,16
"05038_2007",239.352941176471,16
"05038_2008",239.352941176471,16
"05038_2009",239.352941176471,16
"05038_2010",239.352941176471,16
"06001_1994",206,16
"06001_1995",319.4,16
"06001_1996",489.5,16
"06001_1997",575.333333333333,16
"06001_1998",773,20
"06001_1999",180,8
"06001_2000",206,7
"06001_2001",209,11
"06001_2002",202,10
"06001_2003",166,9
"06001_2004",282,8
"06001_2005",248,9
"06001_2006",221,12
"06001_2007",296,8
"06001_2008",264,8
"06001_2009",264,6
"06001_2010",241,15
"06002_1994",2917,12
"06002_1995",2025,21.75
"06002_1996",4167,37.75
"06002_1997",4409.33333333333,45.3333333333333
"06002_1998",5417,51
"06002_1999",2394,34
"06002_2000",2222,30
"06002_2001",2213,37
"06002_2002",2229,25
"06002_2003",2376,28
"06002_2004",2518,33
"06002_2005",4073,17
"06002_2006",4075,20
"06002_2007",4225,15
"06002_2008",3875,29
"06002_2009",3313,19
"06002_2010",3064,37
"06003_1994",3147,31
"06003_1995",2396,23.75
"06003_1996",851,10.75
"06003_1997",113.333333333333,2
"06003_1998",143,2
"06003_1999",54,2
"06003_2000",63,5
"06003_2001",52,0
"06003_2002",64,2
"06003_2003",35,0
"06003_2004",31,1
"06003_2005",44,4
"06003_2006",106,0
"06003_2007",290,4
"06003_2008",279,4
"06003_2009",153,5
"06003_2010",187,6
"06004_1994",175.666666666667,5.66666666666667
"06004_1995",184.25,5
"06004_1996",170,3.75
"06004_1997",164.333333333333,3
"06004_1998",210,3
"06004_1999",73,3
"06004_2000",47,3
"06004_2001",41,2
"06004_2002",53,4
"06004_2003",29,1
"06004_2004",39,3
"06004_2005",80,1
"06004_2006",161,4
"06004_2007",213,3
"06004_2008",147,4
"06004_2009",124,3
"06004_2010",116,3
"06005_1994",118.666666666667,3
"06005_1995",148.5,2.75
"06005_1996",168.75,3
"06005_1997",186.333333333333,3
"06005_1998",238,2
"06005_1999",83,5
"06005_2000",62,4
"06005_2001",40,8
"06005_2002",38,1
"06005_2003",28,4
"06005_2004",24,2
"06005_2005",89,3
"06005_2006",136,2
"06005_2007",277,6
"06005_2008",251,9
"06005_2009",293,8
"06005_2010",247,15
"06006_1994",262.333333333333,12.6666666666667
"06006_1995",207.75,9.75
"06006_1996",86.75,4.5
"06006_1997",33.3333333333333,1
"06006_1998",44,1
"06006_1999",12,1
"06006_2000",14,3
"06006_2001",9,2
"06006_2002",4,0
"06006_2003",3,0
"06006_2004",0,0
"06006_2005",6,1
"06006_2006",6,0
"06006_2007",76,3
"06006_2008",69,3
"06006_2009",63,3
"06006_2010",45,1
"06007_1994",1106,1.66666666666667
"06007_1995",752.333333333333,9.25
"06007_1996",2191,24.75
"06007_1997",2483.66666666667,32.6666666666667
"06007_1998",3276,32
"06007_1999",899,34
"06007_2000",559,35
"06007_2001",849,32
"06007_2002",946,32
"06007_2003",934,36
"06007_2004",1529,26
"06007_2005",2238,28
"06007_2006",1723,22
"06007_2007",1953,28
"06007_2008",1698,29
"06007_2009",1976,31
"06007_2010",1731,31
"06008_1994",1812.66666666667,31
"06008_1995",1392,24
"06008_1996",525.5,10
"06008_1997",123.666666666667,3
"06008_1998",130,3
"06008_1999",111,3
"06008_2000",83,10
"06008_2001",69,3
"06008_2002",23,1
"06008_2003",24,2
"06008_2004",53,3
"06008_2005",98,2
"06008_2006",130,2
"06008_2007",91,2
"06008_2008",41,1
"06008_2009",73,9
"06008_2010",58,1
"06009_1994",1184,3.66666666666667
"06009_1995",808.666666666667,15
"06009_1996",1786.5,35.75
"06009_1997",1819.33333333333,47.3333333333333
"06009_1998",2389,49
"06009_1999",680,44
"06009_2000",646,35
"06009_2001",872,45
"06009_2002",823,35
"06009_2003",883,37
"06009_2004",1080,33
"06009_2005",1635,35
"06009_2006",2055,29
"06009_2007",2102,28
"06009_2008",1529,24
"06009_2009",1789,23
"06009_2010",1566,39
"06010_1994",760,33.6666666666667
"06010_1995",1028.66666666667,28.5
"06010_1996",1121,20
"06010_1997",1204,13.6666666666667
"06010_1998",1482,13
"06010_1999",648,15
"06010_2000",635,6
"06010_2001",606,8
"06010_2002",604,10
"06010_2003",650,11
"06010_2004",979,5
"06010_2005",1525,4
"06010_2006",1714,2
"06010_2007",1694,6
"06010_2008",1443,5
"06010_2009",1570,1
"06010_2010",1153,17
"07001_1994",119,11.6666666666667
"07001_1995",147,12
"07001_1996",100,4.66666666666667
"07001_1997",110,7
"07001_1998",54,0
"07001_1999",3,0
"07001_2000",8,1
"07001_2001",18,2
"07001_2002",99,9
"07001_2003",106,7
"07001_2004",77,12
"07001_2005",74,9
"07001_2006",85,7
"07001_2007",82,4
"07001_2008",41,4
"07001_2009",73,5
"07001_2010",76,9
"07002_1994",111,7.66666666666667
"07002_1995",94,6
"07002_1996",221,2.66666666666667
"07002_1997",45,3
"07002_1998",47,2
"07002_1999",148,20
"07002_2000",187,14
"07002_2001",182,16
"07002_2002",240,13
"07002_2003",170,12
"07002_2004",156,11
"07002_2005",111,11
"07002_2006",109,7
"07002_2007",114,16
"07002_2008",85,10
"07002_2009",72,5
"07002_2010",83,10
"07003_1994",355,8.33333333333333
"07003_1995",412,16
"07003_1996",549,22.3333333333333
"07003_1997",496,22
"07003_1998",325,23
"07003_1999",384,18
"07003_2000",277,14
"07003_2001",238,11
"07003_2002",262,11
"07003_2003",261,13
"07003_2004",315,16
"07003_2005",272,12
"07003_2006",280,11
"07003_2007",268,5
"07003_2008",130,9
"07003_2009",171,12
"07003_2010",144,12
"07004_1994",625,12
"07004_1995",240,9.5
"07004_1996",44,5.66666666666667
"07004_1997",81,7
"07004_1998",70,3
"07004_1999",142,26
"07004_2000",114,13
"07004_2001",120,27
"07004_2002",98,10
"07004_2003",93,9
"07004_2004",73,4
"07004_2005",48,1
"07004_2006",50,4
"07004_2007",54,3
"07004_2008",25,0
"07004_2009",27,0
"07004_2010",38,0
"07005_1994",68,0
"07005_1995",94,3.5
"07005_1996",52,7.33333333333333
"07005_1997",75,7
"07005_1998",186,8
"07005_1999",54,4
"07005_2000",70,19
"07005_2001",90,13
"07005_2002",50,4
"07005_2003",59,11
"07005_2004",74,7
"07005_2005",81,5
"07005_2006",42,4
"07005_2007",72,2
"07005_2008",35,5
"07005_2009",59,2
"07005_2010",41,3
"07006_1994",81,2.66666666666667
"07006_1995",140,5.5
"07006_1996",133,10.3333333333333
"07006_1997",110,8
"07006_1998",137,15
"07006_1999",4,1
"07006_2000",4,0
"07006_2001",21,4
"07006_2002",47,5
"07006_2003",58,8
"07006_2004",68,12
"07006_2005",76,9
"07006_2006",67,8
"07006_2007",35,9
"07006_2008",44,3
"07006_2009",33,1
"07006_2010",27,4
"07007_1994",35,3
"07007_1995",16,6
"07007_1996",45,8.66666666666667
"07007_1997",30,8
"07007_1998",22,10
"07007_1999",27,1
"07007_2000",1,0
"07007_2001",10,1
"07007_2002",22,3
"07007_2003",11,4
"07007_2004",10,1
"07007_2005",12,1
"07007_2006",0,0
"07007_2007",0,0
"07007_2008",1,0
"07007_2009",7,2
"07007_2010",4,0
"07008_1994",95,0.666666666666667
"07008_1995",111,12
"07008_1996",163,23.6666666666667
"07008_1997",119,24
"07008_1998",75,23
"07008_1999",35,4
"07008_2000",121,22
"07008_2001",101,22
"07008_2002",124,20
"07008_2003",140,16
"07008_2004",162,22
"07008_2005",103,15
"07008_2006",97,19
"07008_2007",105,12
"07008_2008",181,15
"07008_2009",58,2
"07008_2010",145,20
"07009_1994",511,14
"07009_1995",493,24.5
"07009_1996",592,30.6666666666667
"07009_1997",413,29
"07009_1998",429,34
"07009_1999",429,49
"07009_2000",272,19
"07009_2001",395,23
"07009_2002",496,24
"07009_2003",376,20
"07009_2004",363,15
"07009_2005",406,28
"07009_2006",417,27
"07009_2007",472,21
"07009_2008",300,13
"07009_2009",272,17
